Dataset	RunID	Masking	Build	Chance	RunTime	SeqNum	UPNum	AANum	MotNum	Rank	Sig	Pattern	IC	Occ	Support	UP	ExpUP	Prob	Cloud	CloudSeq	CloudUP
interactors_of.A1L0V1.P0CK47	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:13:18	4	4	1143	0	0	0.3	-									
interactors_of.A1L0V1.P0C736	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:04:10	4	4	1143	0	0	0.3	-									
interactors_of.A1L0V1.P0C706	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:12:07	4	4	1143	0	0	0.3	-									
interactors_of.A1L0V1.Q69139	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:03:47	4	4	1143	0	0	0.3	-									
interactors_of.A3KMH1.P03179	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:22:38	14	13	3762	0	0	0.3	-									
interactors_of.A3KMH1.P03220	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:04:41	14	13	3762	0	0	0.3	-									
interactors_of.A3KMH1.P0C739	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:06:14	14	13	3762	0	0	0.3	-									
interactors_of.A3KMH1.P30119	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:05:29	14	13	3762	0	0	0.3	-									
interactors_of.A3KMH1.Q2MG95	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:03:10	14	13	3762	0	0	0.3	-									
interactors_of.A4D1E9.P06430	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:04:31	7	6	2864	0	0	0.3	-									
interactors_of.A4D1E9.Q9WRJ7	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:13:13	7	6	2864	0	0	0.3	-									
interactors_of.A5A3E0.P04487	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:04:27	4	4	794	0	0	0.3	-									
interactors_of.A5A3E0.P35256	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:03:30	4	4	794	0	0	0.3	-									
interactors_of.A6NK53.P03427	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:03:46	3	3	2170	0	0	0.3	-									
interactors_of.A7E2V4.D2CFJ1	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:02:58	7	4	3224	0	0	0.3	-									
interactors_of.A7E2V4.Q5U8Y3	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:03:18	7	4	3224	0	0	0.3	-									
interactors_of.A7E2V4.A9YDK9	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:05:41	7	4	3224	0	0	0.3	-									
interactors_of.A7KAX9.Q9WMX2-PRO_0000037548	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:13:10	17	14	4517	0	0	0.3	-									
interactors_of.A7MCY6.P17362	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:12:22	14	10	6331	0	0	0.3	-									
interactors_of.A8KA83.Q9WMX2-PRO_0000037551	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:04:25	5	5	1138	0	0	0.3	-									
interactors_of.A8MW92.P03427	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:06:24	9	9	2423	0	0	0.3	-									
interactors_of.B2RTY4.B9VXK6	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:14:10	8	7	3066	2	1	0.068	LR.{0,1}D	3	13	8	7	1.26	8.64e-05	1	8	7
interactors_of.B2RTY4.B9VXK6	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:14:10	8	7	3066	2	2	0.095	LRD	3	10	7	6	0.71	0.000123	1	8	7
interactors_of.C3PTT6.P04884	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:19:46	14	9	2755	0	0	0.3	-									
interactors_of.D6RBZ0.P03466	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:03:46	3	3	793	0	0	0.3	-									
interactors_of.F8W7C6.P19712-PRO_0000038050	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:11:25	12	10	5817	0	0	0.3	-									
interactors_of.O00116.P0DOE9	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:04:21	12	12	2360	0	0	0.3	-									
interactors_of.O00116.P12520	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:05:47	12	12	2360	0	0	0.3	-									
interactors_of.O00116.Q20MH8	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:14:28	12	12	2360	0	0	0.3	-									
interactors_of.O00178.D0UZS0	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:11:43	11	10	6069	1	1	0.11	TR..Q..C	4	3	3	3	0.007	1.9e-05	1	3	3
interactors_of.O00217.P12520	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:04:54	23	22	3924	0	0	0.3	-									
interactors_of.O00232.Q8JPQ9	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:12:35	33	28	8187	1	1	0.25	G..SS	3	11	11	10	2.79	0.001	1	11	10
interactors_of.O00232.Q2MG95	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:22:43	33	28	8187	0	0	0.3	-									
interactors_of.O00264.P0DOE9	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:24:42	55	50	8513	1	1	0.18	FSK	3	6	6	6	0.7	0.000668	1	6	6
interactors_of.O00264.P04578	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:08:27	55	50	8513	0	0	0.3	-									
interactors_of.O00264.P04578-PRO_0000038428	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:20:36	55	50	8513	1	1	0.11	L..PR..D..E	5	4	4	3	0.009	3.71e-05	1	4	3
interactors_of.O00264.Q77M19	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:33:24	55	50	8513	1	1	0.24	I..NP	3	6	6	6	0.5	0.000148	1	6	6
interactors_of.O00264.P03182	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:20:28	55	50	8513	0	0	0.3	-									
interactors_of.O00264.P03246	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:15:37	55	50	8513	0	0	0.3	-									
interactors_of.O00264.P06460	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:27:09	55	50	8513	0	0	0.3	-									
interactors_of.O00264.P06461	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:11:54	55	50	8513	0	0	0.3	-									
interactors_of.O00264.P06792	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:13:01	55	50	8513	0	0	0.3	-									
interactors_of.O00264.P0CK49	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:20:09	55	50	8513	0	0	0.3	-									
interactors_of.O00264.P0C739	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:11:45	55	50	8513	2	1	0.11	H.LE..L	4	4	4	4	0.1	0.000153	1	7	7
interactors_of.O00264.P0C739	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:11:45	55	50	8513	2	2	0.23	H..E..L	3	7	7	7	1.14	0.000935	1	7	7
interactors_of.O00264.P0CK56	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:17:10	55	50	8513	0	0	0.3	-									
interactors_of.O00264.P0CK58	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:21:24	55	50	8513	0	0	0.3	-									
interactors_of.O00264.P69901	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:19:58	55	50	8513	0	0	0.3	-									
interactors_of.O00264.Q2MG95	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:10:52	55	50	8513	1	1	0.2	KPP	3	8	8	8	1.48	0.000638	1	8	8
interactors_of.O00264.Q9WMX2-PRO_0000037547	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:28:03	55	50	8513	0	0	0.3	-									
interactors_of.O00264.P03485	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:11:17	55	50	8513	0	0	0.3	-									
interactors_of.O00264.P06821	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:45:57	55	50	8513	2	1	0.22	DD..FV	4	4	4	3	0.021	0.000218	1	4	3
interactors_of.O00264.P06821	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:45:57	55	50	8513	2	2	0.23	^.SLL	4	4	4	3	0.022	0.000224	2	4	3
interactors_of.O00264.C5E519	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:24:20	55	50	8513	3	1	0.24	DD..FV	4	4	4	3	0.021	0.000218	1	4	3
interactors_of.O00264.C5E519	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:24:20	55	50	8513	3	2	0.24	E..R.E.Q..Q	5	3	3	3	0.013	8.02e-05	2	3	3
interactors_of.O00264.C5E519	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:24:20	55	50	8513	3	3	0.24	^.SLL	4	4	4	3	0.022	0.000224	3	4	3
interactors_of.O00264.Q05322	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:30:28	55	50	8513	0	0	0.3	-									
interactors_of.O00329.C5E524	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:26:46	11	9	2513	0	0	0.3	-									
interactors_of.O00330.F5HBQ9	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:07:56	12	11	3800	0	0	0.3	-									
interactors_of.O00339.O41949	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:11:49	6	6	3789	0	0	0.3	-									
interactors_of.O00391.P03182	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:08:14	6	5	673	0	0	0.3	-									
interactors_of.O00391.P06461	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:19:36	6	5	673	0	0	0.3	-									
interactors_of.O00391.P06792	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:09:50	6	5	673	0	0	0.3	-									
interactors_of.O00391.P0CK56	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:07:27	6	5	673	0	0	0.3	-									
interactors_of.O00391.P69901	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:06:50	6	5	673	0	0	0.3	-									
interactors_of.O00411.Q1K9H5	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:16:49	16	14	5081	0	0	0.3	-									
interactors_of.O00425.Q6QDQ4	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:55:17	28	20	9054	0	0	0.3	-									
interactors_of.O00425.P03496	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:08:40	28	20	9054	0	0	0.3	-									
interactors_of.O00425.O56264	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:12:10	28	20	9054	2	1	0.081	E[DE]D	2.77	11	11	11	2.63	7.22e-05	1	11	11
interactors_of.O00425.O56264	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:12:10	28	20	9054	2	2	0.13	EED	3	9	9	9	1.68	0.000115	1	11	11
interactors_of.O00425.P03211	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:06:29	28	20	9054	0	0	0.3	-									
interactors_of.O00425.Q6VGS8	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:23:31	28	20	9054	0	0	0.3	-									
interactors_of.O00429.F5HFG5	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:08:19	24	21	7464	1	1	0.26	TPS	3	9	9	9	1.67	0.000116	1	9	9
interactors_of.O00469.Q76353	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:02:04	11	11	2160	0	0	0.3	-									
interactors_of.O00469.P06463	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:01:46	11	11	2160	0	0	0.3	-									
interactors_of.O00469.P0CK56	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:24:17	11	11	2160	2	1	0.073	G..S..RG.G	5	3	3	3	0.007	1.92e-05	1	5	5
interactors_of.O00469.P0CK56	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:24:17	11	11	2160	2	2	0.098	[GS]..R[AG].G	3.54	5	5	5	0.25	6.97e-05	1	5	5
interactors_of.O00469.P0CK58	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:14:22	11	11	2160	0	0	0.3	-									
interactors_of.O00499.P27958-PRO_0000037576	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:20:26	21	11	9846	0	0	0.3	-									
interactors_of.O00499.Q9WMX2-PRO_0000037551	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:21:13	21	11	9846	0	0	0.3	-									
interactors_of.O00499.Q99IB8-PRO_0000045602	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:15:42	21	11	9846	0	0	0.3	-									
interactors_of.O00507.Q98143	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:10:50	5	5	1712	0	0	0.3	-									
interactors_of.O00562.C5E524	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:02:43	3	3	556	0	0	0.3	-									
interactors_of.O00585.P24766	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:13:58	9	8	2630	0	0	0.3	-									
interactors_of.O00746.P12792	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:13:44	18	17	4256	0	0	0.3	-									
interactors_of.O00754.P03107	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:09:18	3	2	1147	0	0	0.3	<									
interactors_of.O00754.P04013	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:04:56	3	2	1147	0	0	0.3	<									
interactors_of.O00754.C5E524	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:04:56	3	2	1147	0	0	0.3	<									
interactors_of.O00762.Q77M19	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:19:33	10	8	2488	0	0	0.3	-									
interactors_of.O14545.P0DOE9	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:12:24	21	19	7677	0	0	0.3	-									
interactors_of.O14545.Q77M19	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:18:47	21	19	7677	0	0	0.3	-									
interactors_of.O14545.P06428	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:18:39	21	19	7677	0	0	0.3	-									
interactors_of.O14545.P0CK56	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:16:47	21	19	7677	3	1	0.073	G.[AG][GS]T	3.54	6	6	6	0.43	5.13e-05	1	10	10
interactors_of.O14545.P0CK56	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:16:47	21	19	7677	3	2	0.12	G.G.T	3	8	8	8	1.39	0.000237	1	10	10
interactors_of.O14545.P0CK56	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:16:47	21	19	7677	3	3	0.27	G.GGT	4	4	4	4	0.12	0.000211	1	10	10
interactors_of.O14545.P30119	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:15:05	21	19	7677	0	0	0.3	-									
interactors_of.O14545.Q2MG95	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:16:51	21	19	7677	0	0	0.3	-									
interactors_of.O14545.C5E526	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:18:34	21	19	7677	0	0	0.3	-									
interactors_of.O14558.Q6VGS8	2017-10-25	FreqDisComp-5-8	Ql5w2o3a3	QSig	00:32:24	50	41	8766	0	0	0.3	-									
interactors_of.O14576.P27958-PRO_0000037566	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:16:15	31	26	9855	0	0	0.3	-									
interactors_of.O14578.P03496	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:08:00	4	4	589	0	0	0.3	-									
interactors_of.O14579.P06460	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:18:16	23	20	6941	2	1	0.02	EV[LV].V	3.77	4	4	4	0.23	0.001	1	6	6
interactors_of.O14579.P06460	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:18:16	23	20	6941	2	2	0.17	EV..V	3	7	6	6	1.44	0.012	1	6	6
interactors_of.O14579.P06461	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:19:06	23	20	6941	0	0	0.3	-									
interactors_of.O14579.P06464	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:16:24	23	20	6941	0	0	0.3	-									
interactors_of.O14579.P06788	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:16:02	23	20	6941	1	1	0.21	D..N..HL	4	3	3	3	0.02	0.000178	1	3	3
interactors_of.O14579.P0C739	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:11:01	23	20	6941	0	0	0.3	-									
interactors_of.O14579.P0CK56	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:14:36	23	20	6941	2	1	0.26	HL..[FY]	2.77	5	5	5	0.39	0.000542	1	6	6
interactors_of.O14579.P0CK56	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:14:36	23	20	6941	2	2	0.26	D..N..HL	4	3	3	3	0.021	0.000205	1	6	6
interactors_of.O14579.P69901	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:30:20	23	20	6941	0	0	0.3	-									
interactors_of.O14579.Q2MG95	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:17:16	23	20	6941	0	0	0.3	-									
interactors_of.O14579.C5E519	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:21:49	23	20	6941	0	0	0.3	-									
interactors_of.O14595.P14079	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:16:13	7	7	1944	0	0	0.3	-									
interactors_of.O14602.P27958-PRO_0000037566	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:12:33	5	4	2137	0	0	0.3	-									
interactors_of.O14617.Q77UU1	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:16:13	23	15	9418	0	0	0.3	-									
interactors_of.O14617.P04015	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:25:46	23	15	9418	0	0	0.3	-									
interactors_of.O14617.P36778	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:32:33	23	15	9418	0	0	0.3	-									
interactors_of.O14646.B2BUF1	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:17:46	3	3	1271	0	0	0.3	-									
interactors_of.O14656.P04578-PRO_0000038427	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:11:20	15	11	4733	0	0	0.3	-									
interactors_of.O14672.P06461	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:09:01	8	7	1455	0	0	0.3	-									
interactors_of.O14672.P0CK56	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:07:43	8	7	1455	0	0	0.3	-									
interactors_of.O14672.P69901	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:08:28	8	7	1455	0	0	0.3	-									
interactors_of.O14709.P03427	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:08:34	4	4	1597	0	0	0.3	-									
interactors_of.O14733.P20505	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:32:15	22	14	7087	0	0	0.3	-									
interactors_of.O14733.O40948	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:18:05	22	14	7087	5	1	0.028	N.AS.[ST]	3.77	5	5	5	0.15	1.13e-05	1	6	5
interactors_of.O14733.O40948	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:18:05	22	14	7087	5	2	0.049	N.A.ST	4	4	4	4	0.054	1.99e-05	1	6	5
interactors_of.O14733.O40948	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:18:05	22	14	7087	5	3	0.075	N.AS.{0,1}S	4	5	5	5	0.19	3.07e-05	1	6	5
interactors_of.O14733.O40948	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:18:05	22	14	7087	5	4	0.077	N.ASST	5	3	3	3	0.005	1.15e-05	1	6	5
interactors_of.O14733.O40948	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:18:05	22	14	7087	5	5	0.26	N.ASS	4	4	4	4	0.099	0.00012	1	6	5
interactors_of.O14734.P04413	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:09:35	9	8	3115	0	0	0.3	-									
interactors_of.O14734.P04601	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:08:55	9	8	3115	0	0	0.3	-									
interactors_of.O14734.Q77M19	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:20:28	9	8	3115	0	0	0.3	-									
interactors_of.O14734.P08393	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:13:46	9	8	3115	0	0	0.3	-									
interactors_of.O14763.Q99IB8-PRO_0000045598	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:19:59	15	14	2432	0	0	0.3	-									
interactors_of.O14763.P29991-PRO_0000037941	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:50:23	15	14	2432	0	0	0.3	-									
interactors_of.O14763.P0C739	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:17:13	15	14	2432	0	0	0.3	-									
interactors_of.O14763.P0CK58	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:07:58	15	14	2432	0	0	0.3	-									
interactors_of.O14763.Q8AZJ3	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:10:45	15	14	2432	0	0	0.3	-									
interactors_of.O14770.P03363	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:02:57	6	6	2364	0	0	0.3	-									
interactors_of.O14770.P08563-PRO_0000041304	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:07:21	6	6	2364	0	0	0.3	-									
interactors_of.O14773.P03246	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:15:13	15	14	6303	0	0	0.3	-									
interactors_of.O14773.P0CK56	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:08:00	15	14	6303	3	1	0.007	G.T..PNP	5	3	3	3	0.002	1.83e-06	1	3	3
interactors_of.O14773.P0CK56	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:08:00	15	14	6303	3	2	0.029	G.{0,1}T..PNP	5	5	3	3	0.004	7.57e-06	1	3	3
interactors_of.O14773.P0CK56	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:08:00	15	14	6303	3	3	0.034	E..Q..QD..D	5	3	3	3	0.004	8.64e-06	2	3	3
interactors_of.O14773.Q8AZJ3	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:12:49	15	14	6303	0	0	0.3	-									
interactors_of.O14773.E5LBV4	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:10:46	15	14	6303	0	0	0.3	-									
interactors_of.O14776.Q1K9H5	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:11:50	19	15	9110	0	0	0.3	-									
interactors_of.O14782.P10225	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:09:10	13	10	7678	1	1	0.29	RR..T..A.G	5	3	3	3	0.007	2.25e-05	1	3	3
interactors_of.O14787.Q77M19	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:01:25	15	15	3375	0	0	0.3	-									
interactors_of.O14787.F5HFG5	2017-10-25	FreqDisComp-5-8	Ql5w2o2a3	QSig	00:14:02	15	15	3375	2	1	0.035	[GS].P.T	2.77	9	9	9	1.36	1.39e-05	1	9	9
