Dataset	RunID	Masking	Build	Chance	RunTime	SeqNum	UPNum	AANum	MotNum	Rank	Sig	Pattern	IC	Occ	Support	UP	ExpUP	Prob	Cloud	CloudSeq	CloudUP
interactors_of.O43521	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:47	4	4	273	0	0	0.3	-									
interactors_of.O43707	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:51	10	3	3471	0	0	0.3	-									
interactors_of.O43759	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:32	3	3	366	0	0	0.3	-									
interactors_of.O43791	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:15	13	2	5090	0	0	0.3	<									
interactors_of.O43819	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:30	5	5	843	0	0	0.3	-									
interactors_of.O43823	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:54	8	3	3232	0	0	0.3	-									
interactors_of.O43852	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:58	7	5	2207	0	0	0.3	-									
interactors_of.O43889	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:37	10	9	1021	0	0	0.3	-									
interactors_of.O43927	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:08	3	2	783	0	0	0.3	<									
interactors_of.O60220	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:20	3	3	263	0	0	0.3	-									
interactors_of.O60333	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:11	3	3	468	0	0	0.3	-									
interactors_of.O60353	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:47	6	3	80	0	0	0.3	-									
interactors_of.O60488	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:21	3	3	98	0	0	0.3	-									
interactors_of.O60506	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:44	9	5	1889	2	1	0.088	WF.{0,2}M	3	3	3	3	0.025	1.27e-06	1	4	4
interactors_of.O60506	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:44	9	5	1889	2	2	0.13	P.WF	3	3	3	3	0.029	1.9e-06	1	4	4
interactors_of.O60518	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:31	4	3	1077	6	1	0.000308	V.ESM..E	5	3	3	3	0.000318	1.19e-12	1	3	3
interactors_of.O60518	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:31	4	3	1077	6	2	0.007	V..SM..E	4	3	3	3	0.004	1.63e-09	1	3	3
interactors_of.O60518	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:31	4	3	1077	6	3	0.009	V.ESM	4	3	3	3	0.004	2.21e-09	1	3	3
interactors_of.O60518	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:31	4	3	1077	6	4	0.031	V.E.M..E	4	3	3	3	0.006	7.4e-09	1	3	3
interactors_of.O60518	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:31	4	3	1077	6	5	0.036	ESM..E	4	3	3	3	0.006	8.53e-09	1	3	3
interactors_of.O60518	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:31	4	3	1077	6	6	0.28	V..SM	3	3	3	3	0.05	4.66e-06	1	3	3
interactors_of.O60563	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:08	3	1	273	0	0	0.3	<									
interactors_of.O60565	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:17	4	3	396	0	0	0.3	-									
interactors_of.O60684	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:01:21	12	6	3925	0	0	0.3	-									
interactors_of.O60716	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:56	10	8	2394	0	0	0.3	-									
interactors_of.O60762	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:23	6	6	536	0	0	0.3	-									
interactors_of.O60812	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:01:08	10	3	2785	0	0	0.3	-									
interactors_of.O60814	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:01:02	6	5	1190	0	0	0.3	-									
interactors_of.O60832	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:13	6	2	2658	0	0	0.3	<									
interactors_of.O60884	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:29	3	3	320	0	0	0.3	-									
interactors_of.O60885	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:01:42	17	3	3740	0	0	0.3	-									
interactors_of.O75127	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:44	6	3	1668	0	0	0.3	-									
interactors_of.O75165	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:31	3	3	782	0	0	0.3	-									
interactors_of.O75179	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:31	3	3	179	0	0	0.3	-									
interactors_of.O75190	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:51	9	5	3538	0	0	0.3	-									
interactors_of.O75306	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:26	4	4	1062	0	0	0.3	-									
interactors_of.O75340	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:10	4	2	3032	0	0	0.3	<									
interactors_of.O75381	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:41	6	6	1145	0	0	0.3	-									
interactors_of.O75396	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:17	13	12	763	0	0	0.3	-									
interactors_of.O75410	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:22	3	1	2277	0	0	0.3	<									
interactors_of.O75475	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:10	5	2	3550	0	0	0.3	<									
interactors_of.O75477	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:34	6	4	296	0	0	0.3	-									
interactors_of.O75489	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:54	3	3	663	0	0	0.3	-									
interactors_of.O75569	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:02:16	14	6	3775	0	0	0.3	-									
interactors_of.O75592	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:01:37	4	3	1132	0	0	0.3	-									
interactors_of.O75616	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:41	4	1	1992	0	0	0.3	<									
interactors_of.O75688	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:01:01	13	12	1844	0	0	0.3	-									
interactors_of.O75695	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:08	3	3	86	0	0	0.3	-									
interactors_of.O75746	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:41	3	3	266	0	0	0.3	-									
interactors_of.O75844	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:22	5	2	687	0	0	0.3	<									
interactors_of.O75925	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:10	7	4	2106	1	1	0.22	Q.EGEG	5	3	3	3	0.003	9.83e-10	1	3	3
interactors_of.O75928	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:03	4	3	1153	0	0	0.3	-									
interactors_of.O75953	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:37	3	3	1396	0	0	0.3	-									
interactors_of.O75955	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:01	3	2	1960	0	0	0.3	<									
interactors_of.O76021	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:01	7	2	3637	0	0	0.3	<									
interactors_of.O76031	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:47	4	4	801	0	0	0.3	-									
interactors_of.O94776	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:01:46	3	3	1438	0	0	0.3	-									
interactors_of.O94813	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:01:35	4	3	324	0	0	0.3	-									
interactors_of.O94826	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:32	3	3	393	0	0	0.3	-									
interactors_of.O94842	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:05	11	2	4699	0	0	0.3	<									
interactors_of.O94851	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:29	5	3	117	0	0	0.3	-									
interactors_of.O94905	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:02:15	6	5	341	0	0	0.3	-									
interactors_of.O94906	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:42	6	3	1283	0	0	0.3	-									
interactors_of.O94919	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:19	5	3	92	0	0	0.3	-									
interactors_of.O94929	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:24	6	6	242	0	0	0.3	-									
interactors_of.O94966	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:03	3	1	3924	0	0	0.3	<									
interactors_of.O94983	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:04	4	1	11144	0	0	0.3	<									
interactors_of.O95071	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:01:25	23	17	6047	0	0	0.3	-									
interactors_of.O95153	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:04	3	2	4139	0	0	0.3	<									
interactors_of.O95159	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:00	4	3	93	0	0	0.3	-									
interactors_of.O95163	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:05	5	3	1935	0	0	0.3	-									
interactors_of.O95219	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	9	4	983	0	0	0.3	-									
interactors_of.O95235	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:05	9	1	3708	0	0	0.3	<									
interactors_of.O95251	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:01	12	2	4662	0	0	0.3	<									
interactors_of.O95292	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:05	11	2	7369	0	0	0.3	<									
interactors_of.O95297	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:12	10	9	379	0	0	0.3	-									
interactors_of.O95373	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:20	4	4	611	0	0	0.3	-									
interactors_of.O95400	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:12	3	3	221	0	0	0.3	-									
interactors_of.O95470	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:07	4	4	181	0	0	0.3	-									
interactors_of.O95477	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:13	3	3	199	0	0	0.3	-									
interactors_of.O95573	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:48	9	8	408	0	0	0.3	-									
interactors_of.O95639	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:05	10	1	2265	0	0	0.3	<									
interactors_of.O95714	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:23	3	3	852	0	0	0.3	-									
interactors_of.O95757	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:42	3	3	642	0	0	0.3	-									
interactors_of.O95786	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:49	13	10	1271	0	0	0.3	-									
interactors_of.O95793	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:42	17	7	3201	0	0	0.3	-									
interactors_of.O95816	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:01:48	15	13	4775	0	0	0.3	-									
interactors_of.O95817	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:42	14	13	2974	0	0	0.3	-									
interactors_of.O95831	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:20	10	10	1021	0	0	0.3	-									
interactors_of.O95864	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:06	3	3	32	0	0	0.3	-									
interactors_of.O95900	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	4	2	1938	0	0	0.3	<									
interactors_of.O95967	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:23	6	6	981	0	0	0.3	-									
interactors_of.O96006	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:17	3	3	559	0	0	0.3	-									
interactors_of.O96013	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:26	3	3	554	0	0	0.3	-									
interactors_of.O96017	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:09	3	2	1711	0	0	0.3	<									
interactors_of.P00367	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:27	3	3	760	0	0	0.3	-									
interactors_of.P00403	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:44	10	7	1781	0	0	0.3	-									
interactors_of.P00533	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:32	7	7	424	0	0	0.3	-									
interactors_of.P00742	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:22	3	3	1017	0	0	0.3	-									
interactors_of.P01023	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:22	5	5	634	0	0	0.3	-									
interactors_of.P01024	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:27	5	4	912	0	0	0.3	-									
interactors_of.P01106	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:46	9	6	2397	0	0	0.3	-									
interactors_of.P01130	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:00	3	2	1432	0	0	0.3	<									
interactors_of.P01375	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:00	5	2	1226	0	0	0.3	<									
interactors_of.P01730	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:01:24	10	4	1635	0	0	0.3	-									
interactors_of.P01857	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:01:05	9	4	1198	0	0	0.3	-									
interactors_of.P01889	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:01:33	10	6	4524	0	0	0.3	-									
interactors_of.P01892	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:01:33	6	6	1716	0	0	0.3	-									
interactors_of.P02538	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:23	10	2	4065	0	0	0.3	<									
interactors_of.P02545	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:01:09	5	5	2455	0	0	0.3	-									
interactors_of.P02675	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:01:46	8	7	1777	0	0	0.3	-									
interactors_of.P02751	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:02:03	16	14	3021	1	1	0.19	S..EIP..G	5	3	3	3	0.002	8.34e-10	1	3	3
interactors_of.P02760	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:21	3	3	470	0	0	0.3	-									
interactors_of.P02768	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:07	4	4	295	0	0	0.3	-									
interactors_of.P02786	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	9	9	641	0	0	0.3	-									
interactors_of.P02788	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:06	4	4	837	0	0	0.3	-									
interactors_of.P02792	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:03	3	3	144	0	0	0.3	-									
interactors_of.P02794	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:11	8	8	1576	0	0	0.3	-									
interactors_of.P02795	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:10	7	4	1918	2	1	0.17	V.ARI	4	3	3	3	0.009	4.36e-08	1	3	3
interactors_of.P02795	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:10	7	4	1918	2	2	0.22	V.P.E.G	4	3	3	3	0.01	5.82e-08	2	3	3
interactors_of.P04049	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:05	4	4	1227	0	0	0.3	-									
interactors_of.P04114	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:09	10	8	1425	0	0	0.3	-									
interactors_of.P04196	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:14	3	3	376	0	0	0.3	-									
interactors_of.P04275	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:14	7	7	1923	0	0	0.3	-									
interactors_of.P04406	2018-01-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:32	6	5	3561	0	0	0.3	-									
